Règne,Embranchement,Classe,Ordre,Famille,Genre,Espèce,Nom latin,name,Image_URL,Zone,Vulnerability
Animal,Chordé vertébré,Reptile,Squamate,Agamidae,Intellagama,lesueurii,intellagama lesueurii,agame aquatique,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-dragon-d-eau-australien.jpg,Océanie.,Least Concern
Animal,Chordé vertébré,Reptile,Squamate,Agamidae,Pogona,vitticeps,pogona vitticeps,agame barbu,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-dragon-barbu-central-1.jpg,Océanie,Least Concern
Animal,Chordé vertébré,Oiseaux,Accipitriforme,Accipitridé,Haliaeetus,leucocephalus,haliaeetus leucocephalus,aigle a tete blanche,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-pygargue-a-tete-blanche.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Oiseaux,Accipitriforme,Accipitridé,Aquila,audax,aquila audax,aigle australien,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-aigle-australien-d-australie.jpg,Texte non trouvé,Least Concern
Animal,Chordé vertébré,Oiseaux,Accipitriforme,Accipitridae,Harpia,harpya,harpia harpya,aigle harpie,https://www.monde-animal.fr/wp-content/uploads/2020/10/fiche-animale-monde-animal-harpie-feroce.jpg,Texte non trouvé,Aucun résultat
Animal,Chordé vertébré,Reptilia,Crocodilia,,Alligator,mississippiensis,alligator mississippiensis,alligator,https://www.monde-animal.fr/wp-content/uploads/2020/12/fiche-animale-monde-animal-alligator-d-amerique-mississipiensis.jpg,Amérique du Sud,Aucun résultat
Animal,Chordé vertébré,Amphibien,Caudata,Ambystomatidae,Ambystoma,maculatum,ambystoma maculatum,ambystome macule,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-salamandre-maculée.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Amphibien,Caudata,Ambystomatidae,Ambystoma,opacum,ambystoma opacum,ambystome marbre,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-salamandre-marbrée.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Amphibien,Caudata,Ambystomatidae,Ambystoma,tigrinum,ambystoma tigrinum,ambystome tigre,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-salamandre-tigree.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Cétartiodactyle,Antilocapridé,Antilocapra,americana,antilocapra americana,antilocapre,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-pronghorn.jpg,Amérique du Nord,Aucun résultat
Animal,Chordé vertébré,Mammifère placentaire,Cetartiodactyle ruminant,Bovidae antilopinae,Antilope,cervicapra,antilope cervicapra,antilope cervicapre,https://www.monde-animal.fr/wp-content/uploads/2021/09/fiche-animale-monde-animal-antilope-cervicapre-antilope-cervicapra.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Bovidé antilopiné,Saiga,tatarica,saiga tatarica,antilope saiga,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-saiga.jpg,Texte non trouvé,Least Concern
Animal,Chordé vertébré,Aves,Psittaciformes,Psittacidae,Ara,ararauna,ara ararauna,ara bleu,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-ara-bleu-1.jpg,Texte non trouvé,Least Concern
Animal,Chordé vertébré,Aves,Psittaciformes,Psittacidae,Anodorhynchus,hyacinthinus,anodorhynchus hyacinthinus,ara hyacinthe,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-ara-hyacinthe.jpg,Asie,Least Concern
Animal,Chordé vertébré,Aves,Psittaciformes,Psittacidae,Ara,macao,ara macao,ara rouge,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-ara-rouge.jpg,Amérique du Sud ,Least Concern
Animal,Chordé vertébré,Aves,Struthioniforme,Struthionidae,Struthio,camelus,struthio camelus,autruche d'afrique,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-autruche-afrique.jpg,Amérique du Sud,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Primates,Cercopithecidae,Papio,anubis,papio anubis,babouin anubis,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-babouin-olive.jpg, Amérique du Sud,Aucun résultat
Animal,Chordé vertébré,Mammifère placentaire,Primates,Cercopithecidae,Papio,ursinus,papio ursinus,babouin chacma,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-babouin-chacma.jpg,Afrique,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Primates,Cercopithecidae,Papio,cynocephalus,papio cynocephalus,babouin cynocephale,https://www.monde-animal.fr/wp-content/uploads/2021/02/fiche-animale-monde-animal-babouin-jaune-2.jpg,nord de l’Afrique Subsaharienne,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Primates,Cercopithecidae,Papio,papio,papio papio,babouin de guinee,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-babouin-de-guinée.jpg,sud de l’Afrique,Endangered
Animal,Chordé vertébré,Mammifère placentaire,Primates,Cercopithecidae,Papio,hamadryas,papio hamadryas,babouin hamadryas,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-babouin-hamadryas.jpg,Afrique de l’Est,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Cétartiodactyle cétacé mysticète,Balenopteridae,Megaptera,novaeangliae,megaptera novaeangliae,baleine a bosse,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-baleine-a-bosse.jpg,Afrique de l’Est,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Cétacé mysticète,Balaenopteridae,Balaenoptera,musculus,balaenoptera musculus,baleine bleue,https://www.monde-animal.fr/wp-content/uploads/2020/05/fiche-animale-monde-animal-baleine-bleue.jpg,nord de l’Afrique Subsaharienne,Least Concern
Animal,Chordé vertébré,Reptile lépidosaurien,,Corytophanidae,Basiliscus,plumifrons,basiliscus plumifrons,basilic vert,https://www.monde-animal.fr/wp-content/uploads/2020/05/basilic-vert-basiliscus-plumifrons.jpg,Océan Atlantique,Near Threatened
Animal,Chordé vertébré,Aves,Pelecaniforme,Balaenicipitidae,Balaeniceps,rex,balaeniceps rex,bec-en-sabot du nil,https://www.monde-animal.fr/wp-content/uploads/2021/02/fiche-animale-monde-animal-bec-en-sabot-du-nil-balaeniceps.jpg,océan Atlantique,Near Threatened
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Mustélidae,Mustela,nivalis,mustela nivalis,belette,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-belette-d-europe.jpg,Amérique du Sud,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Cétacé,Monodontidae,Delphinapterus,leucas,delphinapterus leucas,beluga,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-beluga-1.jpg,Europe,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Cervidae capreolinae,Odocoileus,virginianus,odocoileus virginianus,biche des paletuviers,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-cerf-de-virginie.jpg,Europe,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Bovidé boviné,Bison,bison,bison bison,bison d'amerique du nord,https://www.monde-animal.fr/wp-content/uploads/2021/02/fiche-animale-monde-animal-bison-amerique-du-nord-bison-bison.jpg,océan Arctique,Near Threatened
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Bovidé boviné,Bison,bonasus,bison bonasus,bison d'europe,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-bison-d-europe.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Mustelidae,Meles,meles,meles meles,blaireau europeen,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-blaireau-europeen.jpg, Amérique du Nord,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Bovidae,Ovibos,moschatus,ovibos moschatus,boeuf musque,https://www.monde-animal.fr/wp-content/uploads/2021/06/fiche-animale-monde-animal-boeuf-musque.jpg,Eurasie,Vulnerable
Animal,Chordé vertébré,Mammalia,Primates,Hominidae,Pan,paniscus,pan paniscus,bonobo,https://www.monde-animal.fr/wp-content/uploads/2020/12/fiche-animale-monde-animal-bonobo.jpg,Europe,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Bovidé capriné,Capra,ibex,capra ibex,bouquetin des alpes,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-bouquetin-des-alpes.jpg,Texte non trouvé,Lower Risk/conservation dependent
Animal,Chordé vertébré,Mammalia,Cetartiodactyla,,Alcelaphus,buselaphus,alcelaphus buselaphus,bubale roux,https://www.monde-animal.fr/wp-content/uploads/2021/02/fiche-animale-monde-animal-bubale-roux.jpg,Afrique,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Bovidé boviné,Syncerus,caffer,syncerus caffer,buffle d'afrique,https://www.monde-animal.fr/wp-content/uploads/2021/02/fiche-animale-monde-animal-buffle-d-afrique-syncerus-caffer.jpg,Europe,Vulnerable
Animal,Chordé vertébré,Oiseaux,Psittaciformes,Cacatuidae,Cacatua,galerita,cacatua galerita,cacatoes a huppe jaune,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-cacatoes-a-huppe-jaune.jpg,Afrique,Vulnerable
Animal,Chordé vertébré,Oiseaux,Psittaciformes,Cacatuidae,Eolophus,roseicapilla,eolophus roseicapilla,cacatoes rosalbin,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-cacatoes-rosalbin.jpg, de l’Afrique,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Cetacea odontoceti,Physeteridae,Physeter,macrocephalus,physeter macrocephalus,cachalot,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-grand-cachalot.jpg,Océanie,Least Concern
Animal,Chordé vertébré,Reptile archosauromorphe,Crocodilien,Alligatoridae caimaninae,Caiman,crocodilus,caiman crocodilus,caiman a lunettes,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-caiman-à-lunettes.jpg,Atlantique,Least Concern
Animal,Chordé vertébré,Reptile archosauromorphe,Crocodilien,Alligatoridae caimaninae,Melanosuchus,niger,melanosuchus niger,caiman noir,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-caiman-noir.jpg,Atlantique,Least Concern
Animal,Chordé vertébré,Reptile,Testudines,Cheloniidae,Caretta,carette,caretta caretta,caouanne,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-tortue-caouanne-caretta-caretta.jpg,Amérique du Sud,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Primates,Cebidae,Cebus,capucinus,cebus capucinus,capucin a face blanche,https://www.monde-animal.fr/wp-content/uploads/2020/10/fiche-animale-monde-animal-sapajou-capucin-a-tete-blanche-colombie.jpg.webp,Amérique du Sud,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Primates,Cebidae,Cebus,imitator,cebus imitator,capucin a face blanche du panama,https://www.monde-animal.fr/wp-content/uploads/2020/10/fiche-animale-monde-animal-capucin-a-face-blanche-du-panama.jpg,Amérique du Sud,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Rongeur,Cavidae,Hydrochoerus,hydrochaeris,hydrochoerus hydrochaeris,capybara,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-capybara.jpg,Amérique Centrale,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Mustélidé,Gulo,gulo,gulo gulo,carcajou,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-carcajou-glouton.jpg,Amérique du Sud,Endangered
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Cervidé capreoliné,Rangifer,tarandus,rangifer tarandus,caribou,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-caribou.jpg,Amérique du Nord,Endangered
Animal,Chordé vertébré,Oiseaux,Casuariiforme,Casuariidae,Casuarius,casuarius,casuarius casuarius,casoar a casque,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-casoar-a-casque.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Rongeur,Castoridé,Castor,canadensis,castor canadensis,castor du canada,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-castor-du-canada.jpg.webp,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Cervidé cerviné,Cervus,elaphus,cervus elaphus,cerf elaphe,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-cerf-elaphe.jpg.webp,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Canidé,Canis,mesomelas,canis mesomelas,chacal a chabraque,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-chacal-a-chabraque.jpg,Amérique du Nord,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle,Camelidé,Camelus,bactrianus,camelus bactrianus,chameau de bactriane,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-chameau-bactriane.jpg,Afrique.,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Bovidé capriné,Rupicapra,rupicapra,rupicapra rupicapra,chamois,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-chamois.jpg,sud de l’Afrique,Least Concern
Animal,Chordé vertébré,Mammalia,Carnivora,Felidae felinae,Felis,silvestris,felis silvestris,chat sauvage,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-chat-sauvage.jpg,Asie,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Cervidé capreoliné,Capreolus,capreolus,capreolus capreolus,chevreuil,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-chevreuil.jpg,Europe,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Canidé,Lycaon,pictus,lycaon pictus,chien sauvage africain,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-lycaon.jpg,Europe,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Canidae,Cuon,alpinus,cuon alpinus,chien sauvage asiatique,https://www.monde-animal.fr/wp-content/uploads/2021/05/fiche-animale-monde-animal-dhole-chien-sauvage-asiatique-cuon-alpinus-scaled.jpg,Amérique du Nord,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Primate,Hominidé,Pan,troglodytes,pan troglodytes,chimpanze,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-chimpanze-commun.jpg,Afrique,Least Concern
Animal,Chordé vertébré,Oiseaux,Strigiformes,Tytonidé,Tyto,alba,tyto alba,chouette effraie,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-chouette-effraie.jpg,Afrique,Least Concern
Animal,Chordé vertébré,Oiseaux,Strigiformes,Strigidé,Strix,aluco,strix aluco,chouette hulotte,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-chouette-hulotte.jpg,Afrique,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivore,Procyonidae,Nasua,narica,nasua narica,coati a nez blanc,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-coati-brun.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivore,Procyonidae,Nasua,nasua,nasua nasua,coati a queue annelee,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-coati-roux.jpg,Europe,Endangered
Animal,Chordé vertébré,Reptile lépidosaurien,Squamate serpent,Elapidae,Ophiophagus,hannah,ophiophagus hannah,cobra royal,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-cobra-royal.jpg,Amérique du Sud.,Endangered
Animal,Chordé vertébré,Oiseaux,Accipitriforme,Cathartidé,Vultur,gryphus,vultur gryphus,condor des andes,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-condor-des-andes.jpg,Amérique du Sud.,Aucun résultat
Animal,Chordé vertébré,,Carnivore féliforme,Félin féliné,Puma,concolor,puma concolor,cougar,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-puma.jpg.webp,Asie du Sud-est.,Vulnerable
Animal,Chordé vertébré,Reptile lépidosaurien,Squamate serpentes,Natricidae,Natrix,natrix,natrix natrix,couleuvre a collier,https://www.monde-animal.fr/wp-content/uploads/2020/10/fiche-animale-monde-animal-couleuvre-a-collier-natrix-natrix.jpg,Amérique du Sud.,Least Concern
Animal,Chordé vertébré,Reptile lépidosaurien,Squamate serpentes,Natricidae,Natrix,maura,natrix maura,couleuvre viperine,https://www.monde-animal.fr/wp-content/uploads/2020/10/fiche-animale-monde-animal-couleuvre-viperine.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Canidé,Canis,latrans,canis latrans,coyote,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-coyote-.jpg,Europe,Endangered
Animal,Chordé vertébré,Reptile lépidosaurien,Squamate,Phrynosomatidae,Phrynosoma,cornutum,phrynosoma cornutum,crapaud cornu,https://www.monde-animal.fr/wp-content/uploads/2021/06/fiche-animale-monde-animal-crapaud-cornu-du-texas.jpg,Europe,Endangered
Animal,Chordé vertébré,Amphibien,Anoure,Microhylidé,Dyscophus,antongilii,dyscophus antongilii,crapaud rouge de madagascar,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-crapaud-rouge-de-madagascar.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Reptile archosauromorphe,Crocodilien,Crocodylidae,Crocodylus,acutus,crocodylus acutus,crocodile americain,https://www.monde-animal.fr/wp-content/uploads/2021/03/fiche-animale-monde-animal-crocodile-americain-crocodylus-acutus.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Reptile archosauromorphe,Crocodilien,Crocodylidé,Crocodylus,johnstoni,crocodylus johnstoni,crocodile de johnston,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-crocodile-de-johnston.jpg,Afrique ,Least Concern
Animal,Chordé vertébré,Reptile archosauromorphe,Crocodilien,Crocodylidé,Crocodylus,niloticus,crocodylus niloticus,crocodile du nil,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-crocodile-du-nil-crocodylus-niloticus.jpg,Amérique Centrale,Least Concern
Animal,Chordé vertébré,Reptile archosauromorphe,Crocodilien,Crocodylidé,Crocodylus,porosus,crocodylus porosus,crocodile marin,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-crocodile-marin-crocodylus.jpg,Océanie,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivora feliforma,Eupleridae,Cryptoprocta,ferox,cryptoprocta ferox,cryptoprocte feroce,https://www.monde-animal.fr/wp-content/uploads/2021/03/fiche-animale-monde-animal-fossa-cryptoprocta-ferox.jpg.webp,’Océanie,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Hyracoidea,Procaviidae,Procavia,capensis,procavia capensis,daman des rochers,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-daman-des-rochers.jpg,Asie,Least Concern
Animal,Chordé vertébré,Mammifère thérien,Cétacé odontocète,Delphinidé,Tursiops,truncatus,tursiops truncatus,dauphin a gros nez,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-grand-dauphin.jpg,Afrique,Least Concern
Animal,Chordé vertébré,Reptile lépidosaurien,Squamate,Agamidé,Moloch,horridus,moloch horridus,diable cornu,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-diable-cornu.jpg,tous les océans,Endangered
Animal,Chordé vertébré,Mammifère marsupial,Dasyuromorphe,Dasyuridé,Sarcophilus,harrisii,sarcophilus harrisii,diable de tasmanie,https://www.monde-animal.fr/wp-content/uploads/2020/05/fiche-animale-monde-animal-diable-de-tasmanie.jpg,Asie,Endangered
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Canidé,Canis,lupus,canis lupus dingo,dingo,https://www.monde-animal.fr/wp-content/uploads/2020/05/fiche-animale-monde-animal-dingo.jpg,Texte non trouvé,Vulnerable
Animal,Chordé vertébré,Reptile lépidosaurien,Squamate lacertilia,Phillodactylidae,Tarentola,mauritanica,tarentola mauritanica,drago,https://www.monde-animal.fr/wp-content/uploads/2021/03/fiche-animale-monde-animal-tarente-de-mauretanie-tarentola-mauritanica.jpg,Océanie,Least Concern
Animal,Chordé vertébré,Reptile,Squamate,Agamidé,Physignathus,cocincinus,physignathus cocincinus,dragon d'eau chinois,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-dragon-d-eau-chinois.jpg,Océanie,Critically Endangered
Animal,Chordé vertébré,Reptile lépidosaurien,Squamate,Varanidé,Varanus,komodoensis,varanus komodoensis,dragon de komodo,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-dragon-de-komodo.jpg,Océanie.,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle,Camelidé,Camelus,dromedarius,camelus dromedarius,dromadaire,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-dromadaire.jpg,Asie de l’Est.,Least Concern
Animal,Chordé vertébré,Mammifère,Sirénien,Dugongidé,Dugong,dugon,dugong dugon,dugong,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-dugong.jpg,Asie,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Rongeur (Rodentia),Sciuridae,Sciurus,vulgaris,sciurus vulgaris,ecureuil d'eurasie,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-ecureuil-roux.jpg,Afrique,Critically Endangered
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Cervidae capreolinae,Alces,alces,alces alces,elan,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-orignal-elan.jpg,Europe,Endangered
Animal,Chordé vertébré,Mammifère placentaire,Proboscidien,Elephantidé,Loxodonta,africana,loxodonta africana,elephant d'afrique,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-elephant-savane-afrique.jpg,Europe,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Proboscidien,Elephantidé,Elephas,maximus,elephas maximus,elephant d'asie,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-elephant-asie.jpg,Amérique du Nord,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Carnivora,Phocidae,Mirounga,angustirostris,mirounga angustirostris,elephant de mer du nord,https://www.monde-animal.fr/wp-content/uploads/2020/10/fiche-animale-monde-animal-elephant-de-mer-du-nord.jpg,Asie du Sud,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Carnivora,Phocidae,Mirounga,leonina,mirounga leonina,elephant de mer du sud,https://www.monde-animal.fr/wp-content/uploads/2020/10/fiche-animale-monde-animal-elephant-de-mer.jpg,Afrique Subsaharienne.,Least Concern
Animal,Chordé vertébré,Oiseaux,Casuariiphorme,Dromaiidé,Dromaius,novaehollandiae,dromaius novaehollandiae,emeu,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-emeu-d-australie-1.jpg, Pacifique Nord,Least Concern
