Règne,Embranchement,Classe,Ordre,Famille,Genre,Espèce,Nom latin,name,Image_URL,Zone,Vulnerability
Animal,Chordé vertébré,Aves,Falconiformes,Falconidae,Falco,peregrinus,falco peregrinus,faucon pelerin,https://www.monde-animal.fr/wp-content/uploads/2020/12/fiche-animale-monde-animal-faucon-pelerin.jpg.webp,"Océanie,",Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Canidé,Vulpes,zerda,vulpes zerda,fennec,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-fennec.jpg,"Océanie,",Near Threatened
Animal,Chordé vertébré,Oiseaux,Phoenicopteriformes,Phoenicopteridae,Phoenicopterus,roseus,phoenicopterus roseus,flamant rose,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-flamant-rose.jpg,Asie,Least Concern
Animal,Chordé vertébré,Mammalia,Carnivora,Mustelidae,Martes,foina,martes foina,fouine,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-fouine.jpg,Afrique,Vulnerable
Animal,Chordé vertébré,Mammifère,Pilosa,Myrmécophagidae,Myrmecophaga,tridactyla,myrmecophaga tridactyla,fourmilier geant,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-tamanoir.jpg.webp,Europe,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Bovidé boviné,Bos,frontalis,bos frontalis,gaur,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-gaur-gayal.jpg,Europe,Least Concern
Animal,Chordé vertébré,Reptile archosauromorphe,Crocodilien,Gavialidé,Gavialis,Gangeticus,gavialis gangeticus,gavial du gange,https://www.monde-animal.fr/wp-content/uploads/2020/05/fiche-animale-monde-animal-gavial-du-gange.jpg,Amérique du Sud,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Cetartiodactyle ruminant,Bovidae antilopinae,Eudorcas,thomsonii,eudorcas thomsonii,gazelle de thomson,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-gazelle-de-thomson.jpg,Asie,Near Threatened
Animal,Chordé vertébré,Reptile lépidosaurien,Squamata lepidosauria gekkota,Diplodactylidae,Correlophus,ciliatus (Rhacodactylus jusqu’en 2012),correlophus ciliatus ,gecko a crete,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-gecko-a-crete.jpg,Asie.,Vulnerable
Animal,Chordé vertébré,Reptile lépidosaurien,Squamate lacertilia,Gekkonidae,Gekko,gecko,gekko gecko,gecko des habitations,https://www.monde-animal.fr/wp-content/uploads/2021/03/fiche-animale-monde-animal-gecko-tokay-gekko-gecko.jpg,Afrique de l’Est,Least Concern
Animal,Chordé vertébré,Aves (Oiseaux),Cuculiformes,Cuculidae,Geococcyx,californianus,geococcyx californianus,geocoucou de californie,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-gelada.jpg,Asie du sud-est,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Primates,Hylobatidae,Hylobates,lar,hylobates lar,gibbon a mains blanches,https://www.monde-animal.fr/wp-content/uploads/2021/03/fiche-animale-monde-animal-grand-geocoucou-geococcyx-californianus.jpg,Asie du sud-est,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Primates,Hylobatidae,Symphalangus,syndactylus,symphalangus syndactylus,gibbon siamang,https://www.monde-animal.fr/wp-content/uploads/2020/10/fiche-animale-monde-animal-gibbon-a-mains-blanches.jpg,Amérique du Nord,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle,Giraffidé,Giraffa,camelopardalis,giraffa camelopardalis,girafe,https://www.monde-animal.fr/wp-content/uploads/2020/10/fiche-animale-monde-animal-siamang-.jpg,Asie du Sud Est,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Bovidé alcelaphiné,Connochaetes,taurinus,connochaetes taurinus,gnou bleu,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-carcajou-glouton.jpg,Asie du Sud Est.,Near Threatened
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Bovidé alcelaphiné,Connochaetes,gnou,connochaetes gnou,gnou noir,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-gnou-bleu.jpg,Afrique.,Aucun résultat
Animal,Chordé vertébré,Mammifère placentaire,Primate,Hominidé,Gorilla,beringei,gorilla beringei,gorille de l'est,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-gnou-noir.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Primate,Hominidae,Gorilla,gorilla,gorilla gorilla,gorille de l'ouest,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-gorille-de-lest.jpg,Afrique.,Endangered
Animal,Chordé vertébré,Oiseaux,Strigiformes,Strigidae,Bubo,bubo,bubo bubo,grand duc d'europe,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-grand-dauphin.jpg,Afrique,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Bovidé boviné,Tragelaphus,strepsiceros,tragelaphus strepsiceros,grand koudou,https://www.monde-animal.fr/wp-content/uploads/2021/03/fiche-animale-monde-animal-grand-geocoucou-geococcyx-californianus.jpg,Europe,Least Concern
Animal,Chordé vertébré,Chondrichthyens Elasmobranchii,Lamniforme,Lamnidae,Carcharodon,carcharias,carcharodon carcharias,grand requin blanc,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-grand-koudou.jpg,Amérique du Sud,Least Concern
Animal,Chordé vertébré,Chondrichthyens Elasmobranchii,Carcharhiniforme,Sphyrnidé,Sphyrna,mokarran,sphyrna mokarran,grand requin marteau,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-grand-requin-blanc.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Aves (Oiseaux),Accipitriformes,Accipitridae,Gyps,fulvus,gyps fulvus,griffon,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-grand-requin-marteau.jpg,Afrique,Least Concern
Animal,Chordé vertébré,Oiseaux,Gruiformes,Gruidae,Balearica,regulorum,balearica regulorum,grue grise couronnee,https://www.monde-animal.fr/wp-content/uploads/2021/03/fiche-animale-monde-animal-vautour-fauve.jpg,tous les océans,Endangered
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle,Camelidae,Lama,guanicoe,lama guanicoe,guanaco,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-grue-royale.jpg,Europe,Least Concern
Animal,Chordé vertébré,,Carnivore féliforme,Félin panthériné,Acinonyx,jubatus,acinonyx jubatus,guepard,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-guanaco.jpg,Afrique,Least Concern
Animal,Chordé vertébré,Oiseaux,Accipitriforme,Accipitridé,Gypaetus,barbatus,gypaetus barbatus,gypaete barbu,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-guepard.jpg,Afrique,Endangered
Animal,Chordé vertébré,Oiseaux,Strigiformes,Strigidé,Bubo,scandiacus,bubo scandiacus,harfang des neiges,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-babouin-hamadryas.jpg,subsaharienne,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Erinaceomorpha,Erinaceidae,Erinaceus,europaeus,erinaceus europaeus,herisson commun,https://www.monde-animal.fr/wp-content/uploads/2020/10/fiche-animale-monde-animal-harpie-feroce.jpg,sud de l’Afrique,Endangered
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Mustélidae,Mustela,erminea,mustela erminea,hermine,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-herisson-d-europe.jpg,Amérique du Sud,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle,Hippopotamidae,Hippopotamus,amphibius,hippopotamus amphibius,hippopotame ,https://www.monde-animal.fr/wp-content/uploads/2020/05/fiche-animale-monde-animal-hibou-grand-duc.jpg,Europe,Data Deficient
Animal,Chordé vertébré,Aves (oiseaux),Passeriformes,Hirundinidae,Hirundo,rustica,hirundo rustica,hirondelle de cheminee,https://www.monde-animal.fr/wp-content/uploads/2020/04/hippopotame-google-photo.jpg,Europe,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Primates,Atelidae,Alouatta,caraya,alouatta caraya,hurleur noir,https://www.monde-animal.fr/wp-content/uploads/2021/06/fiche-animaux-monde-animal-hirondelle-rustique-hirundo-rustica.jpg,Europe,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Primates,Atelidae,Alouatta,seniculus,alouatta seniculus,hurleur roux,https://www.monde-animal.fr/wp-content/uploads/2020/10/fiche-animale-monde-animal-hurleur-noir.jpg,Europe,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Carnivora feliforma,Hyenidae,Crocuta,crocuta,crocuta crocuta,hyene tachetee,https://www.monde-animal.fr/wp-content/uploads/2020/10/fiche-animale-monde-animal-hurleur-roux.jpg,Europe,Vulnerable
Animal,Chordé vertébré,Reptile lépidosaurien,Squamate,Iguanidé,Amblyrhynchus,cristatus,amblyrhynchus cristatus,iguane marin des galapagos,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-hyene-tachetee.jpg,Amérique du Sud,Endangered
Animal,Chordé vertébré,reptile lépidosaurien,Squamate,Iguanidae,Cyclura,cornuta,cyclura cornuta,iguane rhinoceros,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-iguane-marin-des-galapagos.jpg,Amérique du Sud,Least Concern
Animal,Chordé vertébré,Reptilia,Squamata lepidausauria,Iguanidae,Conolophus,subcristatus,conolophus subcristatus,iguane terrestre des galapagos,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-iguane-rhinoceros.jpg,Afrique,Least Concern
Animal,Chordé vertébré,Reptile,Squamate,Iguanidé,Iguana,iguana,iguana iguana,iguane vert,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-iguane-terrestre-des-galapagos.jpg,Amérique du Sud,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Bovidé Aepycerotiné,Aepyceros,melampus,aepyceros melampus,impala,https://www.monde-animal.fr/wp-content/uploads/2020/05/fiche-animale-monde-animal-iguane-vert-1.jpg,Amérique Centrale,Least Concern
Animal,Chordé vertébré,,Carnivore féliforme,Félin panthériné,Panthera,onca,panthera onca,jaguar,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animaux-monde-animal-impala.jpg,îles Galapagos,Least Concern
Animal,Chordé vertébré,Mammifère,Diprotodonte,Phascolarctidé,Phascolarctos,cinereus,phascolarctos cinereus,koala,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-baleine-a-bosse.jpg,Afrique du Sud-Est,Least Concern
Animal,Chordé vertébré,Oiseaux,Coraciiformes,Alcedinidés,Dacelo,novaeguineae,dacelo novaeguineae,kookaburra,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-koala.jpg,Amérique du Sud ,Endangered
Animal,Chordé vertébré,Mammifère placentaire,Primates,Lemuridé,Lemur,catta,lemur catta,lemur catta,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-kookaburra.jpg,Océan Atlantique,Critically Endangered
Animal,Chordé vertébré,,Carnivore féliforme,Félin panthériné,Panthera,pardus,panthera pardus,leopard,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-maki-catta.jpg,Texte non trouvé,Least Concern
Animal,Chordé vertébré,Mammalia,Carnivora,Phocidae,Hydrurga,leptonyx,hydrurga leptonyx,leopard de mer,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-leopard-panthere.jpg,Texte non trouvé,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Carnivore féliforme,Félin panthériné,Panthera,Uncia,panthera uncia,leopard des neiges,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-leopard-de-mer.jpg,Australie,Least Concern
Animal,Chordé vertébré,,Carnivore féliforme,Felidae Pantherinae,Neofelis,nebulosa,neofelis nebulosa,leopard nebuleux,https://www.monde-animal.fr/wp-content/uploads/2020/06/panthere-des-neiges-panthera-uncia.jpg,Océanie,Aucun résultat
Animal,Chordé vertébré,Reptile lépidosaurien,Squamate,Agamidae,Chlamydosaurus,kingii,chlamydosaurus kingii,lezard a collerette,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-panthère-nebuleuse.jpg,île de Madagascar,Least Concern
Animal,Chordé vertébré,,Carnivore féliforme,Félin panthériné,Panthera,leo,panthera leo,lion,https://www.monde-animal.fr/wp-content/uploads/2021/06/fiche-animale-monde-animal-crapaud-cornu-du-texas.jpg,Afrique,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Canidae,Chrysocyon,brachyurus,chrysocyon brachyurus,loup a criniere,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-lion.jpg,Antarctique,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Canidé,Canis,lupus,canis lupus arctos,loup arctique,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-loup-a-criniere.jpg,Asie,Endangered
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Canidé,Canis,lupus,canis lupus,loup gris,https://www.monde-animal.fr/wp-content/uploads/2020/05/fiche-animale-monde-animal-loup-arctique.jpg,Asie,Near Threatened
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Mustélidé lutriné,Enhydra,lutris,enhydra lutris,loutre de mer,https://www.monde-animal.fr/wp-content/uploads/2020/05/fiche-animale-monde-animal-loup-gris.jpg,Océanie,Critically Endangered
Animal,Chordé vertébré,Mammifère placentaire,Carnivora caniforma,Mustelidae lutrinae,Pteronura,brasiliensis,pteronura brasiliensis,loutre geante,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-loutre-de-mer.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,,Carnivore féliforme,(Félidé) Félin féliné,Lynx,rufus,lynx rufus,lynx bai,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-lycaon.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,,Carnivore féliforme,Félin féliné,Lynx,lynx,lynx lynx,lynx boreal,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-lynx-roux.jpg,Pacifique Nord,Least Concern
Animal,Chordé vertébré,Aves (oiseaux),Charadriiformes,Alcidae,Fratercula,arctica,fratercula arctica,macareux moine,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-lynx-roux.jpg,Amérique du Sud,Least Concern
Animal,Chordé vertébré,Oiseaux (Aves),Sphenisciforme,Spheniscidae,Aptenodytes,forsteri,aptenodytes forsteri,manchot empereur,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-maki-catta.jpg,Afrique,Least Concern
Animal,Chordé vertébré,Aves,Ciconiiformes,Ciconiidae,Leptoptilos,crumenifer,leptoptilos crumenifer,marabout,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-manchot-empereur.jpg,Amérique du Nord,Endangered
Animal,Chordé vertébré,Mammifère placentaire,Rongeur,Sciuridae,Marmota,marmota,marmota marmota,marmotte des alpes,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-marabout-d-afrique.jpg,Amérique du Nord,Endangered
Animal,Chordé vertébré,Oiseaux,Coraciiformes,Alcedinidés,Alcedo,atthis,alcedo atthis,martin-pecheur d'europe,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-kookaburra.jpg,île de Madagascar,Endangered
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Mustélidé,Martes,martes,martes martes,martre commune,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-martin-pecheur-d-europe.jpg,Antarctique,Vulnerable
Animal,Chordé vertébré,Oiseaux,Accipitriforme,Sagittariidae,Sagittarius,serpentarius,sagittarius serpentarius,messager sagittaire,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-baleine-a-bosse.jpg,Europe,Least Concern
Animal,Chordé vertébré,Reptile lépidosaurien,Squamate,Helodermatidé,Heloderma,suspectum,heloderma suspectum,monstre de gila,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-diable-cornu.jpg.webp,Europe,Critically Endangered
Animal,Chordé vertébré,Mammalia,Carnivora,Mephitidae,Mephitis,mephitis,mephitis mephitis,mouffette,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-monstre-de-gila.jpg,Europe,Least Concern
Animal,Chordé vertébré,Mammifère thérien,Cétacé odontocète,Monodontidé,Monodon,monoceros,monodon monoceros,narval,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-mouffette-rayee.jpg,Océan Atlantique,Near Threatened
Animal,Chordé vertébré,Mammifère placentaire,Primates,Hominidés,Nasalis,larvatus,nasalis larvatus,nasique,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-mouffette-rayee.jpg,Afrique,Least Concern
Animal,Chordé vertébré,Mammifère marsupial,Diprotodonte,Macropodidé,Myrmecobius,fasciatus,myrmecobius fasciatus,numbat,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-narval.jpg,Texte non trouvé,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Bovidé boviné,Tragelaphus,angasii,tragelaphus angasii,nyala,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-nasique.jpg,Amérique du Nord,Endangered
Animal,Chordé vertébré,,Carnivore féliforme,Félin panthériné,Leopardus (ancinnement Felis),pardalis,leopardus pardalis ,ocelot,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-numbat.jpg,Atlantique Nord,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle,Giraffidé,Okapia,Johnstoni,okapia johnstoni,okapi,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-nyala.jpg,Amérique du Nord,Near Threatened
Animal,Chordé vertébré,Mammifère placentaire,Primates,Hominidés,Pongo,pygmaeus,pongo pygmaeus,orang-outan de borneo,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-ocelot.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Cetartiodactyle ruminant,Bovidae,Oreotragus,oreotragus,oreotragus oreotragus,oreotrague,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-okapi.jpg,Océan Atlantique,Critically Endangered
Animal,Chordé vertébré,Mammifère marsupial,Monotrème,Ornithorhynchidé,Ornithorhynchus,anatinus,ornithorhynchus anatinus,ornithorynque,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-orang-outan-sumatra.jpg,Australie,Least Concern
Animal,Chordé vertébré,Mammifère thérien,Cetacea odontoceti,Delphinidae,Orcinus,orca,orcinus orca,orque,https://www.monde-animal.fr/wp-content/uploads/2021/07/fiche-animale-monde-animal-oreotrague-oreotragus-oreotragus.jpg,Afrique,Least Concern
Animal,Chordé vertébré,Reptile,Squamate,Anguidae anguinae,Anguis,fragilis,anguis fragilis,orvet,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-orignal-elan.jpg,Amérique du Sud,Aucun résultat
Animal,Chordé vertébré,Mammifère placentaire,Artiodactyle ruminant,Bovidae hippotraginae,Oryx,gazella,oryx gazella,oryx gazelle,https://www.monde-animal.fr/wp-content/uploads/2021/03/fiche-animale-monde-animal-orvet-fragile-anguis-fragilis.jpg,Nord de l’île de Sumatra,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Ursidé tremarctiné,Tremarctos,ornatus,tremarctos ornatus,ours a lunettes,https://www.monde-animal.fr/wp-content/uploads/2021/03/fiche-animale-monde-animal-orvet-fragile-anguis-fragilis.jpg,Texte non trouvé,Near Threatened
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Ursidé ursiné,Ursus,arctos,ursus arctos,ours brun,https://www.monde-animal.fr/wp-content/uploads/2021/03/fiche-animale-monde-animal-orvet-fragile-anguis-fragilis.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Ursidé ursiné,Ursus,maritimus,ursus maritimus,ours polaire,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-oryx-gazelle.jpg,Australie,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Ursidé ailuriné,Ailuropoda,melanoleuca,ailuropoda melanoleuca,panda geant,https://www.monde-animal.fr/wp-content/uploads/2020/06/fiche-animale-monde-animal-ours-a-lunettes.jpg,tous les océans,Near Threatened
Animal,Chordé vertébré,Mammifère placentaire,Carnivore caniforme,Ailuridé,Ailurus,fulgens,ailurus fulgens,panda roux,https://www.monde-animal.fr/wp-content/uploads/2020/04/fiche-animale-monde-animal-ours-brun.jpg,Europe,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Pilosa folivora,Bradypodiae,Bradypus,variegatus,bradypus variegatus,paresseux a gorge brune,https://www.monde-animal.fr/wp-content/uploads/2020/06/panthere-des-neiges-panthera-uncia.jpg,Amérique du Sud,Vulnerable
Animal,Chordé vertébré,Aves (Oiseaux),Pelecaniformes,Pelecanidae,Pelecanus,occidentalis,pelecanus occidentalis,pelican brun,https://www.monde-animal.fr/wp-content/uploads/2020/11/fiche-animale-monde-animal-panthère-nebuleuse.jpg,Amérique du Nord,Least Concern
Animal,Chordé vertébré,Reptile lépidosaurien,Squamate,Varanidé,Varanus,giganteus,varanus giganteus,perentie,https://www.monde-animal.fr/wp-content/uploads/2021/03/fiche-animale-monde-animal-pelican-brun-pelecanus-occidentalis.jpg,Asie du Sud-Est,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Cétartiodactyle,Suidae,Phacochoerus,africanus,phacochoerus africanus,phacochere commun,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-macareux-moine.jpg,Asie,Near Threatened
Animal,Chordé vertébré,Mammifère marsupial,Diprotodonte,Petauridé,Petaurus,breviceps,petaurus breviceps,phalanger volant,https://www.monde-animal.fr/wp-content/uploads/2020/07/fiche-animale-monde-animal-perentie.jpg,Asie,Vulnerable
Animal,Chordé vertébré,Mammifère placentaire,Carnivora,Phocidae,Phoca,vitulina,phoca vitulina,phoque commun,https://www.monde-animal.fr/wp-content/uploads/2021/03/fiche-animale-monde-animal-phacochere-commun-phacochoerus-africanus.jpg,Amérique du Sud,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Carnivora,Phocidae,Halichoerus,grypus,halichoerus grypus,phoque gris,https://www.monde-animal.fr/wp-content/uploads/2021/03/fiche-animale-monde-animal-phacochere-commun-phacochoerus-africanus.jpg,Texte non trouvé,Least Concern
Animal,Chordé vertébré,Amphibien,Anoure,Dendrobatidé,Phyllobates,terribilis,phyllobates terribilis,phyllobate terrible,https://www.monde-animal.fr/wp-content/uploads/2020/10/fiche-animale-monde-animal-phoque-commun.jpg,Europe,Aucun résultat
Animal,Chordé vertébré,Aves,Accipitriformes,Accipitridae,Pithecophaga,jefferyi,pithecophaga jefferyi,pithecophage des philippines,https://www.monde-animal.fr/wp-content/uploads/2020/10/fiche-animale-monde-animal-phoque-gris.jpg,Australie continentale,Least Concern
Animal,Chordé vertébré,Mammifère placentaire,Primates lemuriphorme,Indriidé,Propithecus,coquereli,propithecus coquereli,propitheque de coquerel,https://www.monde-animal.fr/wp-content/uploads/2020/03/fiche-animale-monde-animal-aigle-des-philippines.jpg,Océanie,Least Concern
Animal,Chordé vertébré,Reptilia lepidosauria,Squamata,Pythonidae,Morelia,viridis,morelia viridis,python vert,https://www.monde-animal.fr/wp-content/uploads/2020/09/fiche-animale-monde-animal-sifaka-de-coquerel.jpg,Antarctique,Least Concern
